"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_4","new21","p28","2038","bin1",58.6970292359412
"battery_4","new21","p29","2038","bin1",21.152916366629
"battery_4","new21","p30","2038","bin1",208.281666611766
"battery_4","new21","p33","2038","bin1",161.952274333809
"battery_4","new21","p34","2038","bin1",11.290467033882
"battery_4","new23","p1","2040","bin1",18.4229998294949
"battery_4","new23","p2","2040","bin1",2.51826530612245
"battery_4","new23","p5","2040","bin1",166.075567983123
"battery_4","new23","p8","2040","bin1",67.9058743611212
"battery_4","new23","p9","2040","bin1",631.424804736253
"battery_4","new23","p10","2040","bin1",1895.97255178338
"battery_4","new23","p13","2040","bin1",658.6218625
"battery_4","new23","p21","2040","bin1",17.5198754295301
"battery_4","new23","p25","2040","bin1",69.7748850169299
"battery_4","new23","p26","2040","bin1",4.4633671216792
"battery_4","new23","p27","2040","bin1",62.3571519086444
"battery_4","new23","p28","2040","bin1",56.898261971696
"battery_4","new23","p31","2040","bin1",32.6224628564598
"battery_4","new23","p33","2040","bin1",50.0015754327992
"battery_4","new25","p1","2042","bin1",17.4200416036864
"battery_4","new25","p2","2042","bin1",12.0829625
"battery_4","new25","p5","2042","bin1",407.865058777216
"battery_4","new25","p6","2042","bin1",2.06254500565785
"battery_4","new25","p10","2042","bin1",1619.15853521594
"battery_4","new25","p11","2042","bin1",31.5040072144207
"battery_4","new25","p13","2042","bin1",1008.29175212412
"battery_4","new25","p21","2042","bin1",95.9198731273389
"battery_4","new25","p25","2042","bin1",279.745473598395
"battery_4","new25","p27","2042","bin1",130.827012679644
"battery_4","new25","p28","2042","bin1",307.144532455509
"battery_4","new25","p31","2042","bin1",517.372384349162
"battery_4","new25","p33","2042","bin1",40.5491613577928
"battery_4","new27","p1","2044","bin1",7.76562615247011
"battery_4","new27","p5","2044","bin1",85.8942149932463
"battery_4","new27","p7","2044","bin1",93.0727697162892
"battery_4","new27","p10","2044","bin1",2358.12386578738
